voltage,time
0.284,76.1796464920044
0.258,76.2847580909729
0.271,76.3898537158966
0.245,76.4949061870575
0.271,76.60007190704346
0.258,76.70521235466003
0.245,76.81030821800232
0.245,76.91540288925171
0.258,77.02045035362244
0.245,77.1257073879242
0.245,77.23076224327087
0.245,77.33587670326233
0.245,77.44096207618713
0.245,77.54600501060486
0.193,77.65111899375916
0.219,77.75617337226868
0.193,77.86126255989075
0.232,77.96634721755981
0.193,78.07138109207153
0.193,78.17647385597229
0.193,78.28151559829712
0.193,78.38661766052246
0.193,78.49171423912048
0.193,78.59680724143982
0.193,78.70189785957336
0.193,78.80705237388611
0.193,78.91252589225769
0.193,79.01756477355957
0.193,79.12256479263306
0.193,79.22781372070312
0.193,79.33289813995361
0.193,79.43800210952759
0.193,79.54312872886658
0.193,79.64822459220886
0.193,79.75331830978394
0.193,79.85836839675903
0.193,79.9634370803833
0.18,80.06845021247864
0.193,80.17353463172913
0.18,80.27866649627686
0.193,80.38371157646179
0.18,80.48882341384888
0.18,80.59396648406982
0.193,80.69908285140991
0.168,80.80417656898499
0.18,80.90929007530212
0.18,81.01433753967285
0.168,81.11938142776489
0.18,81.22446417808533
0.155,81.32961106300354
0.155,81.43475985527039
0.168,81.53987503051758
0.155,81.64506387710571
0.168,81.75015473365784
0.18,81.85524725914001
0.155,81.9603807926178
0.155,82.06548857688904
0.155,82.17052817344666
0.155,82.27561020851135
0.155,82.38070178031921
0.155,82.4857931137085
0.155,82.59084987640381
0.155,82.69594931602478
0.142,82.8010413646698
0.142,82.9061336517334
0.155,83.01122713088989
0.155,83.11632251739502
0.142,83.22136211395264
0.142,83.32640075683594
0.142,83.43144106864929
0.129,83.5364944934845
0.129,83.6416404247284
0.142,83.74674558639526
0.142,83.85199475288391
0.129,83.95721817016602
0.142,84.06217765808105
0.116,84.16705107688904
0.116,84.27192807197571
0.129,84.37685775756836
0.129,84.48173379898071
0.116,84.5866162776947
0.116,84.69175052642822
0.129,84.79681897163391
0.09,84.90190243721008
0.103,85.00699520111084
0.116,85.11204218864441
0.129,85.21724390983582
0.129,85.32228398323059
0.09,85.4273750782013
0.09,85.53244304656982
0.103,85.63760495185852
0.09,85.74264574050903
0.09,85.84771537780762
0.103,85.95282340049744
0.09,86.05793261528015
0.09,86.16303062438965
0.09,86.26809906959534
0.09,86.37313342094421
0.09,86.47823143005371
0.09,86.58332562446594
0.09,86.68841862678528
0.09,86.79358530044556
0.09,86.8987307548523
0.09,87.0039803981781
0.09,87.1090338230133
0.09,87.21415090560913
0.09,87.31928944587708
0.09,87.42434930801392
0.09,87.52945685386658
0.09,87.63456773757935
0.09,87.73968625068665
0.09,87.84484338760376
0.09,87.94988465309143
0.09,88.0549795627594
0.09,88.1600694656372
0.09,88.26518774032593
0.09,88.37030053138733
0.09,88.47542262077332
0.09,88.58053684234619
0.09,88.6856336593628
0.09,88.7907223701477
0.09,88.89608383178711
0.077,89.00126099586487
0.077,89.10631322860718
0.09,89.21146965026855
0.077,89.3165295124054
0.077,89.42164468765259
0.077,89.52670478820801
0.077,89.63184547424316
0.077,89.73700904846191
0.09,89.84210133552551
0.077,89.94714856147766
0.077,90.05219340324402
0.077,90.15728688240051
0.077,90.26233553886414
0.077,90.36743092536926
0.077,90.47254920005798
0.077,90.5776641368866
0.077,90.6827085018158
0.077,90.78779911994934
0.064,90.89293098449707
